genreA,genreB,movie
buddy,mystery,"Private Eyes, The (1981)"
buddy,mystery,"Goat, The (a.k.a. Knock On Wood) (Chèvre, La) (1981)"
buddy,mystery,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
buddy,mystery,Silver Streak (1976)
buddy,mystery,Who Framed Roger Rabbit? (1988)
buddy,mystery,"Honor Among Thieves (Adieu l'ami) (Farewell, Friend) (1968)"
buddy,prison,Stir Crazy (1980)
buddy,prison,Life (1999)
buddy,prison,Down by Law (1986)
buddy,prison,Sleepers (1996)
buddy,prison,"Shawshank Redemption, The (1994)"
buddy,prison,"Rock, The (1996)"
buddy,prison,We're No Angels (1989)
buddy,prison,Pardon Us (1931)
buddy,prison,Tango & Cash (1989)
buddy,war,Me and the Colonel (1958)
buddy,war,"Duck, You Sucker (a.k.a. Fistful of Dynamite, A) (Giù la testa) (1971)"
buddy,war,Block-Heads (1938)
buddy,war,You Can't Win 'Em All (1970)
buddy,war,Stripes (1981)
buddy,musical,"All Dogs Christmas Carol, An (1998)"
buddy,musical,Road to Utopia (1946)
buddy,musical,All Dogs Go to Heaven (1989)
buddy,musical,Happy Feet Two (2011)
buddy,musical,Road to Morocco (1942)
buddy,musical,"Rugrats Movie, The (1998)"
buddy,musical,The Fox and the Hound 2 (2006)
buddy,musical,"Fox and the Hound, The (1981)"
buddy,musical,Sholay (1975)
buddy,musical,House Party 3 (1994)
buddy,musical,Road to Singapore (1940)
buddy,musical,Hollywood or Bust (1956)
buddy,musical,"Race for Your Life, Charlie Brown (1977)"
buddy,musical,Road to Rio (1947)
buddy,musical,3 Idiots (2009)
buddy,musical,Pardon Us (1931)
buddy,musical,"Tigger Movie, The (2000)"
buddy,musical,All Dogs Go to Heaven 2 (1996)
buddy,musical,"Goofy Movie, A (1995)"
buddy,musical,"Lion King 1½, The (2004)"
buddy,musical,"Road to Hong Kong, The (1962)"
buddy,musical,"Sword in the Stone, The (1963)"
buddy,musical,"Jungle Book, The (1967)"
buddy,musical,Hollywood Party (1934)
buddy,musical,"Hunchback of Notre Dame, The (1996)"
buddy,musical,Dumbo (1941)
buddy,musical,"Princess and the Frog, The (2009)"
buddy,musical,Pinocchio (1940)
buddy,musical,Six-String Samurai (1998)
buddy,musical,Happy Feet (2006)
buddy,musical,"Country Bears, The (2002)"
buddy,musical,"Road to El Dorado, The (2000)"
buddy,musical,"Blues Brothers, The (1980)"
buddy,musical,Wayne's World (1992)
buddy,musical,Charlotte's Web (1973)
buddy,musical,Hoodwinked! (2005)
buddy,musical,Robin Hood (1973)
buddy,musical,"O Brother, Where Art Thou? (2000)"
buddy,musical,Open Season (2006)
buddy,musical,House Party (1990)
buddy,musical,"Rescuers, The (1977)"
buddy,musical,Road to Bali (1952)
buddy,musical,Charlotte's Web 2: Wilbur's Great Adventure (2003)
buddy,musical,Oliver & Company (1988)
buddy,musical,Blues Brothers 2000 (1998)
buddy,musical,Crossroads (1986)
buddy,musical,"Bullfighters, The (1945)"
buddy,musical,Snoopy Come Home (1972)
buddy,musical,"Hollywood Revue of 1929, The (1929)"
buddy,musical,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934)
buddy,musical,"Emperor's New Groove, The (2000)"
buddy,musical,Road to Zanzibar (1941)
buddy,musical,House Party 2 (1991)
buddy,flashback,Toy Story 3 (2010)
buddy,flashback,Paulie (1998)
buddy,flashback,Madagascar: Escape 2 Africa (2008)
buddy,flashback,Toy Story 2 (1999)
buddy,flashback,Ratatouille (2007)
buddy,flashback,"Emperor's New Groove, The (2000)"
buddy,flashback,Open Season (2006)
buddy,flashback,Cars (2006)
buddy,screwball comedy,Sour Grapes (1998)
buddy,screwball comedy,Gone Fishin' (1997)
buddy,screwball comedy,Black Sheep (1996)
buddy,screwball comedy,Kangaroo Jack (2003)
buddy,screwball comedy,Hot Tub Time Machine (2010)
buddy,screwball comedy,Tommy Boy (1995)
buddy,screwball comedy,Dumb and Dumberer: When Harry Met Lloyd (2003)
buddy,road movie,Due Date (2010)
buddy,road movie,"Last Detail, The (1973)"
buddy,road movie,Dumb & Dumber (Dumb and Dumber) (1994)
buddy,road movie,Midnight Run (1988)
buddy,road movie,Down by Law (1986)
buddy,road movie,Kings of the Road (Im Lauf der Zeit) (1976)
buddy,road movie,My Own Private Idaho (1991)
buddy,road movie,"O Brother, Where Art Thou? (2000)"
buddy,road movie,"Adventures of Priscilla, Queen of the Desert, The (1994)"
adventure,fantasy,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013)
adventure,fantasy,Beowulf & Grendel (2005)
adventure,fantasy,Ranma ½: Nihao My Concubine (Ranma ½: Kessen Tôgenkyô! Hanayome o torimodose!!) (1992)
adventure,fantasy,James and the Giant Peach (1996)
adventure,fantasy,Perils of the Sentimental Swordsman (1982)
adventure,fantasy,"Adventures of Pinocchio, The (1996)"
adventure,fantasy,"Last Airbender, The (2010)"
adventure,fantasy,Bulletproof Monk (2003)
adventure,fantasy,Chandu the Magician (1932)
adventure,fantasy,Krull (1983)
adventure,fantasy,Sinbad: Legend of the Seven Seas (2003)
adventure,fantasy,Alpha and Omega (2010)
adventure,fantasy,Pokémon: The First Movie (1998)
adventure,fantasy,"Brothers Lionheart, The (Bröderna Lejonhjärta) (1977)"
adventure,fantasy,Doctor Dolittle (1967)
adventure,fantasy,Son of Batman (2014)
adventure,fantasy,Bedtime Stories (2008)
adventure,fantasy,"Three Musketeers, The (2011)"
adventure,fantasy,Epic (2013)
adventure,fantasy,Toy Story (1995)
adventure,fantasy,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999)
adventure,fantasy,Star Wars: Episode III - Revenge of the Sith (2005)
adventure,fantasy,"Flight of Dragons, The (1982)"
adventure,fantasy,Agent Cody Banks (2003)
adventure,fantasy,Comet in Moominland (1992)
adventure,fantasy,"Water Horse: Legend of the Deep, The (2007)"
adventure,fantasy,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
adventure,fantasy,Aelita: The Queen of Mars (Aelita) (1924)
adventure,fantasy,The Fabulous Baron Munchausen (1962)
adventure,fantasy,Valerie and Her Week of Wonders (Valerie a týden divu) (1970)
adventure,fantasy,Prince of Persia: The Sands of Time (2010)
adventure,fantasy,God Is Brazilian (Deus É Brasileiro) (2003)
adventure,fantasy,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do) (1990)"
adventure,fantasy,Journey to the Center of the Earth (1989)
adventure,fantasy,Dr. Phibes Rises Again (1972)
adventure,fantasy,Camille (2007)
adventure,fantasy,Cirque du Freak: The Vampire's Assistant (2009)
adventure,fantasy,Kaena: The Prophecy (Kaena: La prophétie) (2003)
adventure,fantasy,The Land Before Time IX: Journey to the Big Water (2002)
adventure,fantasy,Merlin's Apprentice (2006)
adventure,fantasy,Harry Potter and the Half-Blood Prince (2009)
adventure,fantasy,Neverland (2011)
adventure,fantasy,Knights of Badassdom (2013)
adventure,fantasy,The Land Before Time VIII: The Big Freeze (2001)
adventure,fantasy,"Gamers, The: Dorkness Rising (2008)"
adventure,fantasy,Tall Tale (1995)
adventure,fantasy,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
adventure,fantasy,"Hunt For Gollum, The (2009)"
adventure,fantasy,"Return of Jafar, The (1994)"
adventure,fantasy,Last Action Hero (1993)
adventure,fantasy,1001 Nights (1990)
adventure,fantasy,Harry Potter and the Chamber of Secrets (2002)
adventure,fantasy,The Lego Movie (2014)
adventure,fantasy,"Librarian: Return to King Solomon's Mines, The (2006)"
adventure,fantasy,Legend of the Guardians: The Owls of Ga'Hoole (2010)
adventure,fantasy,"Polar Express, The (2004)"
adventure,fantasy,Hogfather (Terry Pratchett's Hogfather) (2006)
adventure,fantasy,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
adventure,fantasy,Hui Buh: The Castle Ghost (2006)
adventure,fantasy,Almighty Thor (2011)
adventure,fantasy,"Bird People in China, The (Chûgoku no chôjin) (1998)"
adventure,fantasy,Anastasia (1997)
adventure,fantasy,Star Wars: Episode IV - A New Hope (1977)
adventure,fantasy,Chicken Little (2005)
adventure,fantasy,"Sword and the Sorcerer, The (1982)"
adventure,fantasy,"Librarian: Quest for the Spear, The (2004)"
adventure,fantasy,Dragonball Evolution (2009)
adventure,fantasy,Prince Valiant (1997)
adventure,fantasy,"Great Yokai War, The (Yôkai daisensô) (2005)"
adventure,fantasy,Journey 2: The Mysterious Island (2012)
adventure,fantasy,"Forbidden Kingdom, The (2008)"
adventure,fantasy,Thor (2011)
adventure,fantasy,The Stone Council (2006)
adventure,fantasy,Imaginaerum (2012)
adventure,fantasy,DuckTales: The Movie - Treasure of the Lost Lamp (1990)
adventure,fantasy,Barney's Great Adventure (1998)
adventure,fantasy,Star Wars: Episode II - Attack of the Clones (2002)
adventure,fantasy,Supergirl (1984)
adventure,fantasy,Pete's Dragon (1977)
adventure,fantasy,Kids of the Round Table (1995)
adventure,fantasy,Dogma (1999)
adventure,fantasy,Final Fantasy VII: Advent Children (2004)
adventure,fantasy,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)
adventure,fantasy,Printed Rainbow (2006)
adventure,fantasy,"Scorpion King 3: Battle for Redemption, The (2012)"
adventure,fantasy,"Dust Factory, The (2004)"
adventure,fantasy,Valhalla Rising (2009)
adventure,fantasy,Alice in Wonderland (1999)
adventure,fantasy,1612: Khroniki smutnogo vremeni (2007)
adventure,fantasy,Casper Meets Wendy (1998)
adventure,fantasy,Interstate 60 (2002)
adventure,fantasy,Krrish 3 (2013)
adventure,fantasy,Cinderella (2015)
adventure,fantasy,Arizona Dream (1993)
adventure,fantasy,Labyrinth (1986)
adventure,fantasy,Tale of the Mummy (1998)
adventure,fantasy,Babe: Pig in the City (1998)
adventure,fantasy,Rise of the Guardians (2012)
adventure,fantasy,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002)
adventure,fantasy,"Seeker: The Dark Is Rising, The (2007)"
adventure,fantasy,"Secret of Moonacre, The (2008)"
adventure,fantasy,Krabat (2008)
adventure,fantasy,FernGully 2: The Magical Rescue (1998)
adventure,fantasy,"Grand Day Out with Wallace and Gromit, A (1989)"
adventure,fantasy,"Garbage Pail Kids Movie, The (1987)"
adventure,fantasy,Shrek the Third (2007)
adventure,fantasy,Atragon (Kaitei Gunkan) (1963)
adventure,fantasy,Ladyhawke (1985)
adventure,fantasy,The Beautiful Story (1992)
adventure,fantasy,"Phantom Tollbooth, The (1970)"
adventure,fantasy,"Island at the Top of the World, The (1974)"
adventure,fantasy,Life of Pi (2012)
adventure,fantasy,Fantomas vs. Scotland Yard (1967)
adventure,fantasy,"Librarian, The: The Curse of the Judas Chalice (2008)"
adventure,fantasy,Aladdin (1986)
adventure,fantasy,101 Dalmatians (One Hundred and One Dalmatians) (1961)
adventure,fantasy,Stuart Little 3: Call of the Wild (2005)
adventure,fantasy,"Troll in Central Park, A (1994)"
adventure,fantasy,"Sword and the Dragon, The (Ilya Muromets) (1956)"
adventure,fantasy,Sky High (2005)
adventure,fantasy,The Hobbit: The Battle of the Five Armies (2014)
adventure,fantasy,Snow Queen (2002)
adventure,fantasy,Strange Magic (2015)
adventure,fantasy,"Monster Squad, The (1987)"
adventure,fantasy,"Wizard of Oz, The (1939)"
adventure,fantasy,Alice (Neco z Alenky) (1988)
adventure,fantasy,Sophie's World (Sofies verden) (1999)
adventure,fantasy,Allan Quatermain and the Temple of Skulls (2008)
adventure,fantasy,Batman Forever (1995)
adventure,fantasy,Explorers (1985)
adventure,fantasy,"Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)"
adventure,fantasy,Kiki's Delivery Service (Majo no takkyûbin) (1989)
adventure,fantasy,When Dinosaurs Ruled the Earth (1970)
adventure,fantasy,Bionicle 3: Web of Shadows (2005)
adventure,fantasy,Elektra (2005)
adventure,fantasy,Pooh's Grand Adventure: The Search for Christopher Robin (1997)
adventure,fantasy,Were the World Mine (2008)
adventure,fantasy,From the Earth to the Moon (1958)
adventure,fantasy,"Chronicles of Narnia: Prince Caspian, The (2008)"
adventure,fantasy,Thunderbirds (2004)
adventure,fantasy,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
adventure,fantasy,Gnomeo & Juliet (2011)
adventure,fantasy,"Stand, The (1994)"
adventure,fantasy,D-War (Dragon Wars) (2007)
adventure,fantasy,Turbo (2013)
adventure,fantasy,Reign of Fire (2002)
adventure,fantasy,Forest Warrior (1996)
adventure,fantasy,Dragon Age: Redemption (2011)
adventure,fantasy,"Lost World, The (1960)"
adventure,fantasy,Immortel (ad vitam) (Immortal) (2004)
adventure,fantasy,Halloweentown (1998)
adventure,fantasy,Sorceress (1982)
adventure,fantasy,Ice Age (2002)
adventure,fantasy,The Boy in the Mirror (2014)
adventure,fantasy,"Myth, The (San wa) (2005)"
adventure,fantasy,Young Sherlock Holmes (1985)
adventure,fantasy,Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur) (2013)
adventure,fantasy,The Land Before Time VII: The Stone of Cold Fire (2000)
adventure,fantasy,The Land Before Time XI: Invasion of the Tinysauruses (2005)
adventure,fantasy,Lara Croft: Tomb Raider (2001)
adventure,fantasy,Highlander: The Search for Vengeance (2007)
adventure,fantasy,"Mummy Returns, The (2001)"
adventure,fantasy,Percy Jackson & the Olympians: The Lightning Thief (2010)
adventure,fantasy,Beethoven's Treasure Tail (2014)
adventure,fantasy,Bridge to Terabithia (2007)
adventure,fantasy,"Beastmaster, The (1982)"
adventure,fantasy,Between Two Worlds (1944)
adventure,fantasy,"Web of Death, The (1976)"
adventure,fantasy,Mysterious Island (1961)
adventure,fantasy,"Day The Earth Froze, The (Sampo) (1959)"
adventure,fantasy,Herbie: Fully Loaded (2005)
adventure,fantasy,Click (2006)
adventure,fantasy,Deathstalker II (1987)
adventure,fantasy,"Last Mimzy, The (2007)"
adventure,fantasy,Merlin (1998)
adventure,fantasy,Peter Pan (2003)
adventure,fantasy,The Nutcracker Prince (1990)
adventure,fantasy,City of Ember (2008)
adventure,fantasy,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
adventure,fantasy,Atlantis: The Lost Empire (2001)
adventure,fantasy,Mio in the Land of Faraway (Mio min Mio) (1987)
adventure,fantasy,Brave (2012)
adventure,fantasy,Fantomas Unleashed (1965)
adventure,fantasy,"Host, The (2013)"
adventure,fantasy,Clash of the Titans (2010)
adventure,fantasy,Hook (1991)
adventure,fantasy,Münchhausen (1943)
adventure,fantasy,Zathura (2005)
adventure,fantasy,Yeti: The Giant of the 20th Century (1977)
adventure,fantasy,Alice (2009)
adventure,fantasy,Underdog (2007)
adventure,fantasy,Escape to Witch Mountain (1975)
adventure,fantasy,Mr. Peabody & Sherman (2014)
adventure,fantasy,Return to Never Land (2002)
adventure,fantasy,Double Dragon (1994)
adventure,fantasy,Maleficent (2014)
adventure,fantasy,Spy Kids 3-D: Game Over (2003)
adventure,fantasy,G.I. Joe: The Movie (1987)
adventure,fantasy,Justin and the Knights of Valour (2013)
adventure,fantasy,The Gruffalo's Child (2011)
adventure,fantasy,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)
adventure,fantasy,Kull the Conqueror (1997)
adventure,fantasy,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
adventure,fantasy,Mind Game (2004)
adventure,fantasy,"Tulse Luper Suitcases, Part 1: The Moab Story, The (2003)"
adventure,fantasy,The Magical Legend of the Leprechauns (1999)
adventure,fantasy,Where the Wild Things Are (2009)
adventure,fantasy,Puss in Boots (Nagagutsu o haita neko) (1969)
adventure,fantasy,"Adventures of Mark Twain, The (1986)"
adventure,fantasy,Dragonslayer (1981)
adventure,fantasy,"Batman/Superman Movie, The (1998)"
adventure,fantasy,Bedknobs and Broomsticks (1971)
adventure,fantasy,Dororo (2007)
adventure,fantasy,King Kong Lives (1986)
adventure,fantasy,Brother Bear (2003)
adventure,fantasy,"Legend of Hercules, The (2014)"
adventure,fantasy,Around the World in 80 Days (1956)
adventure,fantasy,"Borrowers, The (2011)"
adventure,fantasy,Outlander (2008)
adventure,fantasy,Strings (2004)
adventure,fantasy,King Kong Escapes (Kingu Kongu no gyakushû) (1967)
adventure,fantasy,Flight of the Navigator (1986)
adventure,fantasy,Journey to the Beginning of Time (1955)
adventure,fantasy,"New Adventures of Pippi Longstocking, The (1988)"
adventure,fantasy,Mighty Joe Young (1998)
adventure,fantasy,"Wild Thornberrys Movie, The (2002)"
adventure,fantasy,Alice in Wonderland (1933)
adventure,fantasy,Princess Mononoke (Mononoke-hime) (1997)
adventure,fantasy,Frozen Fever (2015)
adventure,fantasy,Indiana Jones and the Temple of Doom (1984)
adventure,fantasy,Inkheart (2008)
adventure,fantasy,"Warrior and the Sorceress, The (1984)"
adventure,fantasy,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
adventure,fantasy,Paulie (1998)
adventure,fantasy,Clash of the Titans (1981)
adventure,fantasy,Snow Queen (2012)
adventure,fantasy,The Gamers (2002)
adventure,fantasy,Heavy Metal 2000 (2000)
adventure,fantasy,"10th Kingdom, The (2000)"
adventure,fantasy,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
adventure,fantasy,Back to the Secret Garden (2001)
adventure,fantasy,Fantastic Four (2005)
adventure,fantasy,She (1935)
adventure,fantasy,"Thief of Bagdad, The (1940)"
adventure,fantasy,Innocence (2014)
adventure,fantasy,"Fall, The (2006)"
adventure,fantasy,Toys (1992)
adventure,fantasy,Watership Down (1978)
adventure,fantasy,Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta) (1995)
adventure,fantasy,Percy Jackson: Sea of Monsters (2013)
adventure,fantasy,The Land Unknown (1957)
adventure,fantasy,Hercules and the Amazon Women (1994)
adventure,fantasy,"Treasure Hunter, The (Ci ling) (2009)"
adventure,fantasy,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
adventure,fantasy,We're Back! A Dinosaur's Story (1993)
adventure,fantasy,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
adventure,fantasy,Conan the Destroyer (1984)
adventure,fantasy,Hercules in the Underworld (1994)
adventure,fantasy,Ninja Scroll (Jûbei ninpûchô) (1995)
adventure,fantasy,"NeverEnding Story II: The Next Chapter, The (1990)"
adventure,fantasy,"Wild, The (2006)"
adventure,fantasy,Life On A String (Bian chang Bian Zou) (1991)
adventure,fantasy,The Land Before Time X: The Great Longneck Migration (2003)
adventure,fantasy,"Hunger Games, The (2012)"
adventure,fantasy,Miss Castaway and the Island Girls (2004)
adventure,fantasy,The Magic Crystal (2011)
adventure,fantasy,Harry Potter and the Prisoner of Azkaban (2004)
adventure,fantasy,Niko & the Way to the Stars (a.k.a. The Flight Before Christmas) (Niko - Lentäjän poika) (2008)
adventure,fantasy,"Mummy, The (1999)"
adventure,fantasy,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003)
adventure,fantasy,"Quest, The (1986)"
adventure,fantasy,"Imaginarium of Doctor Parnassus, The (2009)"
adventure,fantasy,Alice in Wonderland (1951)
adventure,fantasy,Heavy Metal (1981)
adventure,fantasy,"Emperor's New Groove, The (2000)"
adventure,fantasy,House of Flying Daggers (Shi mian mai fu) (2004)
adventure,fantasy,Dinosaur (2000)
adventure,fantasy,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)"
adventure,fantasy,Cinderella (1994)
adventure,fantasy,Mega Piranha (2010)
adventure,fantasy,"Slipper and the Rose, The (1976)"
adventure,fantasy,Batman & Robin (1997)
adventure,fantasy,Excalibur (1981)
adventure,fantasy,Screamers (1995)
adventure,fantasy,"Thief Lord, The (2006)"
adventure,fantasy,"Purple Ball, The (Lilovyy shar) (1987)"
adventure,fantasy,"Fifth Element, The (1997)"
adventure,fantasy,"Wizard of Oz, The (1925)"
adventure,fantasy,"Gnome-Mobile, The (1967)"
adventure,fantasy,Patema Inverted (2013)
adventure,fantasy,"Nibelungen: Kriemhild's Revenge, Die (Die Nibelungen: Kriemhilds Rache) (1924)"
adventure,fantasy,Babar The Movie (1989)
adventure,fantasy,Army of Darkness (1993)
adventure,fantasy,X-Men: First Class (2011)
adventure,fantasy,Wrath of the Titans (2012)
adventure,fantasy,"Scorpion King 2: Rise of a Warrior, The (2008)"
adventure,fantasy,Brother Bear 2 (2006)
